"x1";"x2";"x3";"x4";"x5";"x6";"x7";"x8";"x9";"x10";"x11";"x12";"x13";"x14";"x15";"x16";"x17";"x18";"x19";"x20";"x21";"x22";"x23";"x24";"x25";"x26";"x27";"x28";"x29";"x30";"x31";"x32";"x33";"x34";"x35";"x36";"x37";"x38";"x39";"x40";"x41";"x42";"x43";"x44";"x45";"x46";"x47";"x48";"x49";"x50";"x51";"x52";"x53";"x54";"x55";"x56";"x57";"x58";"x59";"x60";"x61";"x62";"x63";"x64";"x65";"x66";"x67";"x68";"x69";"x70";"x71";"x72";"x73";"x74";"x75";"x76";"x77";"x78";"x79";"x80";"x81";"x82";"x83";"x84";"x85";"x86";"x87";"x88";"x89";"x90";"x91";"x92";"x93";"x94";"x95";"x96";"x97";"x98";"x99";"x100";"x101";"x102";"x103";"x104";"x105";"x106";"x107";"x108";"x109";"x110";"x111";"x112";"x113";"x114";"x115";"x116";"x117";"x118";"x119";"x120";"x121";"x122";"x123";"x124";"x125";"x126";"x127";"x128";"x129";"x130";"x131";"x132";"x133";"x134";"x135";"x136";"x137";"x138";"x139";"x140";"x141";"x142";"x143";"x144";"x145";"x146";"x147";"x148";"x149";"x150";"x151";"x152";"x153";"x154";"x155";"x156";"x157";"x158";"x159";"x160";"x161";"x162";"x163";"x164";"x165";"x166";"x167";"x168";"x169";"x170";"x171";"x172";"x173";"x174";"x175";"x176";"x177";"x178";"x179";"x180";"x181";"x182";"x183";"x184";"x185";"x186";"x187";"x188";"x189";"x190";"x191";"x192";"x193";"x194";"x195";"x196";"x197";"x198";"x199";"x200";"y"
7,18;3,46;-9,62;9,35;-19,64;1,08;8,54;-15,6;18,62;1,14;13,93;-0,22;-3,07;1,99;6,79;19,45;-19,24;30,51;-26,82;12,13;6,89;-0,66;-4,38;2,95;-2,87;-12,71;6,54;-11,83;-11,92;-1,42;-0,3;23,85;4,64;10,91;5,93;6,98;0,13;1,45;20,65;-5,72;21,88;-8,38;7,68;3,3;52,84;-23,86;-8,32;24,2;39,14;17,93;10,19;-11,79;40,68;0,81;-0,61;-2,74;2,04;-2,26;21,19;8,94;-52,82;33,06;-6,8;-27,66;-8,58;-31,6;72,87;13,3;9,78;10,69;26,93;6,54;-31,29;-4,33;-12;-47,4;-34,94;4,5;49,12;31,37;28,73;14,86;8,05;-13,84;9,29;-32,86;-42,55;16,9;-26,13;-35,89;-26,24;-0,2;9,23;-38,51;-52,1;-56,53;31,16;-143,21;-13,91;-34,71;113,91;-12,59;-15,56;-37,12;6,3;27,15;80,3;-16,61;-11,08;-62,91;22,96;11,61;-26,32;-23,37;60,82;35,96;51,8;-20,56;-25,56;115,47;80,04;74,84;-41,25;113,55;46,4;26,71;-49,46;-87,36;-31,85;-33,86;-78,08;84,03;117,49;-106;150,51;-4,17;85,33;212,78;56,2;-23,51;-82,08;-78,94;-30,33;-49,73;-41,51;13,68;225,01;95;-263,75;-30,2;-59,12;-34,19;-104,36;263,8;-171,69;176,58;-66,38;-22,71;120,86;82,38;82,2;-21,91;-82,72;-59,78;41,84;-26;144,77;-47,96;22,2;-8,19;234,41;-35,59;28,1;-136,62;-14,74;30,47;33,47;-49,8;48,59;16,88;197,32;-21,14;-73,65;-183,87;9,51;-56,68;-74,96;-54,95;360,16;6,32;183,98;179,52;47,27;-31,86;-135,07;39,05;-169,76;-197,73;546,86;-119,3;89,1
-12,36;-1,67;-6,91;-5,41;8,61;-0,79;0,58;-11,66;18,48;-12,42;17,29;19,74;6,73;8,08;10,83;15,56;1,5;12,36;7,67;26,65;8,3;34,88;5,62;-11,49;8,02;8,87;3,28;8,48;5,24;-14,02;-7,16;7,29;14,78;17,35;7,7;-25,12;9,73;7,91;5,95;12,3;11,8;3,96;5,32;9,8;-1,97;18,19;-17,29;17,24;17,63;16,57;1,74;-35,73;-21,8;-8,48;-31,41;-15,39;-38,67;-4,8;-8,41;14,61;54,09;-28,54;8,44;13,12;-16,86;-22,22;-1,03;7,52;-8,74;29,15;33,55;64,82;22,4;21,13;16,51;-22,06;-32,2;34,33;-41,64;-69,84;9,16;11,03;-6,58;-48,56;45,39;-22,27;7,25;-15,73;-56,48;-82,46;-16,49;-26,3;35,25;-21,12;-7,63;34,09;-4,3;32,51;33,54;-57,77;-15,99;13,85;-102,53;23,57;30,07;11,6;-57,49;29,38;-45,35;-9,58;-74,44;38,27;-98,68;8,16;70,82;54,96;48,84;-32,44;-22,94;64,15;-45,81;-8,9;-54,7;-50,81;-6,92;9,04;-8,01;-94,08;81,09;56,02;91,76;-6,89;86,73;-184,19;261,47;5,38;13,4;55,01;122,62;-82,85;-149,95;1,94;-13,49;39,41;104,29;-7,12;-268,56;16,69;150,51;-55,41;-99,1;52,67;164,82;-49,61;-207,1;-56,96;28,58;9,68;-108,38;-51;-11,06;98,33;33,08;-146,08;65,42;-97,44;-86,76;-130,94;79,61;46,66;-9,5;-48,38;65,59;-153,73;-74,01;39,24;-81,44;123,83;-39,31;6,99;390,76;-48,4;-145,62;258,38;138,44;215,32;-226,08;-6,02;593;38,75;-130,13;280,43;-12,18;-63,79;-192,65;134,39;80,97;-367,72;142,95;-63,97;28,11
-1,27;0,93;0,75;-0,57;-15,82;-0,93;1,63;-10,88;2,3;-14,08;14,17;1,75;-1,28;-7,6;9,42;6,57;-2,41;-3,98;6,7;18,98;2,53;9,53;13,96;-4,95;-1,39;-13,04;6,77;-7,81;-0,51;-6,98;-19,28;0,98;2,01;20,38;2,74;12,88;2,74;-2,41;17,93;11,74;14,39;8,59;2,25;-1,25;18,42;-4,61;-4,91;8,67;14,08;22,69;8,54;-18,17;56,1;-20,18;-18,97;-1,63;-7,91;12,32;24,71;-0,62;-26,13;34,16;-14,02;-11,81;-22,03;-8,46;15,57;23,79;-4,2;18,57;43,8;-19,64;-14,64;2,47;0,02;-7,42;-21,29;24,79;28,63;50,07;5,5;11,73;-21,94;-61,11;8,2;-24,54;-36,63;10,88;-12,49;-39,52;-10,18;13,29;-25,4;17,07;-21,53;-13,73;16,7;-64,02;-38,81;5,12;75,43;-58,28;-82,58;-22,16;53,53;7,56;1,91;-23,14;-17,21;-85,44;-29,52;27,17;-63,07;3,69;13,61;-6,19;11,37;-26,3;-26,86;64,64;11,23;-5,74;-4,97;32,09;1,35;16,65;-28,32;-63,85;9,29;-54,97;-44,81;24,73;-81,31;-44,4;96,95;22,36;40,86;32,79;39,64;-19,6;-40,8;58,11;4,94;67,88;7,38;28,62;6,37;68,36;-62,62;-9,06;-59,68;-12,3;8,39;130,32;-43,22;144,68;59,82;-48,85;44,5;29,87;29,28;164,08;-48,29;-28,45;27,81;-12,79;39,35;-144,96;15,72;84,12;41,56;-64,79;12,97;-156,67;-56,97;-52,19;3,65;73,9;24,17;-28,02;194,94;48,41;-45,12;14,81;51,21;-72,69;-144,89;-11,04;272,5;-85,66;45,38;146,32;-112,99;-19,36;-63,93;125,77;-46,58;-199,3;106,03;-106,92;11,65
3,02;-1,2;-12,22;15,3;-9,08;-1,21;-1,57;-9,72;-2,15;-0,81;13,26;2,05;-0,54;6,13;15,51;7,76;-12,61;16,98;-14,01;36,37;8,13;14,85;17,44;-6,27;4,64;1,71;15,89;-9,29;-12,87;-8,95;-22,23;3,85;6,18;32,05;7,68;7,82;3,88;4,53;10,59;-2,82;15,52;16,61;6,09;3,44;35,91;-3,01;-2,96;25,17;19,28;39,28;36,87;-24,65;24,4;-2,62;-14,65;-2,67;24,49;6,69;2,42;18,93;-47,12;15,25;-3,79;-27,2;-12,5;-17,76;38,47;24,78;12,4;29,4;50,91;30,98;-7,51;-8,52;-23,14;-34,04;-29,54;22,88;33;-24,23;33,44;18,63;-17,53;-54,02;14,13;-12,86;-81,1;40,33;-32,6;-76,01;8,42;-10,06;23,88;13,33;-63,28;-111,8;3,97;-100,01;-36,86;-14,94;186,18;24,25;-130,22;-26,49;53,59;35,73;131,32;20,58;-23,42;-4,31;14,03;49,32;-88,17;-33,16;18,46;8,14;43,91;-31,79;-58,72;82,83;63,2;99,25;-17,52;58,52;46,13;72,08;-88,16;-65,38;-49,94;-12;-64,99;192,52;-60;-58,52;146,66;-8,81;80,92;167,06;69,22;4,34;-65,8;102,22;-21,69;-74,27;-157,05;-9,77;414,4;89,93;-277,9;-28,45;-104,52;8,49;-194,36;395,01;-64,53;69,29;-113,93;-18,4;146,05;127,56;129,27;204,19;-24,99;-53,27;23,23;-12,02;185,24;-164,39;128,12;-67,04;228,09;-56,2;35,28;-74,94;3,23;-56,98;-39,64;19,06;16,33;-14,34;262,12;-17,2;-59,01;-265,46;127,38;47,55;-230,38;99,58;367,5;-2,62;249,98;215,2;76,48;-83,95;-92,68;141,33;-234,44;-314,63;509,32;-226,19;131,18
-2,65;7,04;13,83;-6,96;-12,4;9,97;-2,31;-12,93;4,01;1,07;18,11;-5,58;-4,19;3,73;-3,04;-2,46;2,57;11,22;-0,09;25,14;-2,59;3,28;2,27;9,27;-11,11;2,73;12,49;-4,22;-6,11;-14,96;-14,42;1,48;17,26;9,1;1,7;-8,37;9,43;-5,35;-1,92;7,85;-6,01;16,89;1,22;1,2;6,95;-4,79;-19,87;9,35;10,07;32,13;24,96;-32,63;4,38;-1,49;-4,2;21,18;5,68;-9,49;2,32;-13,95;-13,33;-10,37;-15,85;33,08;-18,98;6,32;17,66;-12,93;32,88;30,14;22,25;41,4;7,56;1,36;0,67;-37,29;-17,74;16,86;29,37;11,35;6,96;-7,14;-14,86;-26,31;32,15;-24,87;-61,45;28,65;-50,06;-47,15;6,38;-15,33;22,07;20,64;-62,91;-85,04;-11,04;-4,88;23,14;-31,67;84,52;-7,55;-104,08;-28,77;-0,83;16,17;93,48;34,6;-14,18;-31,91;41,58;48,95;-113,93;-22,55;19,3;33,09;67,89;-33,63;-0,88;99,49;59,89;-6,12;-10,99;-5,99;24,94;27,7;-47,05;-43,15;-55,85;55,55;0,56;146,5;8,22;-135,68;73,97;-45,13;30,39;42,28;80,29;-2,48;-99,45;29,83;-12,18;-14,57;-19,52;-29,23;313,58;31,3;-192,81;-12,04;-16,57;20,82;-136,31;267,56;-42,29;19,25;2,74;-58,05;85,81;137,93;108,16;132,25;7,12;-79,12;6,65;-86,7;109,13;-17,35;-29,99;70,06;-79,88;-110,08;29,61;-200,77;-35,02;133,34;-131,78;49,15;-23,73;-54,11;181,26;-100,61;25,71;-189,4;127,73;187,88;-100,1;82,67;114,09;31,61;206,72;79,24;-24,57;39,03;-31,16;91,99;-154,55;-85,03;227,5;-207,23;57,89
-9,34;-19,69;-3,82;-0,65;-13,03;-2,45;-6,01;-17,9;7,73;-17,86;13,48;-4,62;-2,4;-1,92;30,26;21,02;-6,93;3,45;-8,8;33,53;16,87;28,88;8,85;-4,14;-12,33;-18,39;3,78;3,39;-16,53;-1,06;-23,11;26,18;24,19;8,69;-0,55;34,03;2,85;-7,65;37,74;-1,6;24,75;8,54;-0,38;-6,26;35,59;-24,2;-36,17;25,52;28,8;29,87;7,15;-32,23;58,67;-1,28;-36,31;-49,26;-55,73;-18,66;37,31;25,61;-65,64;52,73;7,82;-38,86;-3,79;-10,6;52,48;-16,99;-14,2;17,43;83,81;-18,36;-25,34;9,95;6,09;-16,1;-111,87;52,74;59,07;53,11;22,63;-0,71;-13,48;-32,97;31,31;-79,47;-16,59;-9,69;-52,63;-66,93;13,57;9,13;-20,31;7,96;-58,67;36,31;14,24;-142,16;7,23;-46,78;74,5;-35,96;-136,34;-47,62;32,71;30,63;0,6;-32,58;-27,39;-73,73;-133,11;58,69;-90,3;-9,95;27,95;45,32;36,57;-12,41;-47,32;63,61;15,14;46,19;-55,83;91,45;41,57;19,39;-74,06;-43,86;109,48;-67,65;-99,21;5,84;103,54;-153,29;226,58;22,91;87,88;136,62;93,78;-193,04;-164,96;-4,68;-13,13;-16,2;146,6;26,36;-285,64;87,93;-11,42;-0,29;-79,24;-49,74;212,58;136,92;-157,51;154,85;24,11;-49,64;-108,1;-31,87;49,65;61,39;-71,9;-109,25;21,91;20,21;-20,74;-38,84;41,05;-13,83;151,71;-91,51;24,64;-453,26;-150,98;39,67;-74,13;110,43;28,56;-9;268,94;42,25;-91,24;274,75;115,89;-141,39;-220,96;125,43;465,39;-116,42;-82,92;322,6;-24,79;-189,41;-162,16;126,77;25,02;-355,87;284,23;-162,52;-21,97
10,29;6,75;-2,41;-3,67;-2,52;-4,04;-4,21;-3,75;-2,23;-12,26;8,39;16,01;-6,28;4,35;14,84;1,14;9,1;-4,44;1,81;26,28;-6,39;0,74;15,48;-3,44;0,58;-11,92;6,14;-7,24;-6,13;-11,04;-12,45;-0,72;11,65;11,56;12,86;-4,64;-18,1;-2,6;4,52;0,95;9,12;22,35;12,1;-10,83;20,92;-5,34;-5,23;9,63;-0,56;1,31;2,2;-0,11;27,93;-7,23;5,16;16,57;29,47;-14,02;22,21;2,8;-15,53;27,46;-9,66;-6,24;-9,34;-7,03;13,73;12,89;-8,97;25,77;19,51;-8,79;-0,53;-20,23;-16,1;5,4;17,12;39,4;19,24;8,18;13,35;-5,81;-16,95;-36,94;20,68;16,36;-49,24;28,49;-27,92;-51,49;-6,58;-8,37;-10,16;21,12;5,58;-26,19;-1,94;-39,95;13,82;-23,5;89,77;-51,24;-88,14;-16,62;26,96;7,39;2,75;-15,11;-23,91;-63,26;-3,85;32,14;-75,17;34,52;15,47;1,59;-25,04;-9,32;-19,67;14,98;11,95;-19,5;-4,27;22,85;-11,57;40,14;-15,01;-3,86;-27;-19,04;-9,14;46,08;-11,5;-86,27;71,68;39,83;24,37;8,79;62,41;96,14;-64,67;94,51;1,27;41,17;-101,5;21,39;184,59;45,19;-72,06;31,03;-42,09;-25,62;-124,08;101,59;-37,1;61,74;21,66;7,37;120,69;44,53;37,02;142,83;-14,58;-58,84;0,09;-52,76;54,05;-72,24;21,04;41,51;46,85;-22,48;34,44;69,6;-2,4;17,73;-142,12;22,27;33,49;43,22;189,76;79,53;-27,74;-110,28;146,34;-90,32;-157,02;94,56;192,39;-39,26;86,51;158,86;-16,43;53,63;-71,87;99,24;-71,55;-156,99;16,34;-41,36;64,31
5,08;0,4;9,03;4,9;-2,92;-7,96;-5,63;0,88;5,21;-9,67;17,64;12,57;-7,06;16,12;9,49;9,83;29,59;-5,72;5,49;20,16;-0,12;-0,96;14,3;4,06;-8,93;4,17;3,63;-12,78;-0,41;-7,53;-28,32;5,44;13,7;17,83;-8,57;-30,81;-4,19;-4,81;17,37;-3,75;-16,95;9,03;-5,12;-7,34;-17,44;-3,67;-1,38;-0,22;-29,95;30,56;15,77;-6,76;-16,25;-13,7;-6,55;1,46;0,35;15,21;7,15;-21,34;2,48;1,36;-31,32;33,82;-15,24;-20,09;5,05;26,14;5,83;27,09;50,17;31,12;20,73;-16,97;-22,56;1,97;-14,19;27,23;20,14;-8,94;-13,52;19,05;-1,43;-59,68;7,01;-20,62;-61,88;34,53;-16,98;-59,56;-4,53;-26,06;10,66;13,86;-26,12;-51,92;-47,66;51,82;-21,16;-7,99;94,7;-42,49;-100,24;-24,92;50,99;10,34;60,39;39,49;-36,79;-9,41;23,21;46,57;-56,09;26,31;13,01;10,08;-43,22;-6,14;-30,96;13,56;37,15;-39,36;-21,59;-31,09;-3,15;-18,72;-10,51;-77,03;-55,11;54,07;12,64;23,75;-43,4;-71,94;146,48;8,41;-45,34;-154,66;56,67;31,91;-69,95;56,79;32,21;16,17;-49,22;-73,2;205,06;-9,65;-213,44;72,94;-77,26;-7,48;-97,74;226,11;-96,45;-103,11;15,16;-2,8;139,8;88,62;41,35;142,07;76,52;-53,96;33,73;46,67;107,57;-133,01;-86,78;64,3;-200,12;-79,96;6,03;-152,31;-29,56;-27,42;-67,77;39,53;-16,21;20,8;225,13;-65,94;-102,42;-183,46;85,03;150,29;-144,98;31,45;369,27;80,88;148,57;209,38;-15,11;9,06;-113,86;147,93;-125,07;-283,9;-257,08;-124,57;-32,47
-3,07;5,46;3,38;4,92;-6,78;8,71;-6,75;-9,7;0,34;-12,55;9,35;2,09;-2,19;6,55;8,9;4;18,71;-0,16;6,47;20,86;-4,17;9,28;-6,87;-3,61;-6,29;2,26;10,44;4,72;-10,09;-13,54;-39,85;7,29;15,85;-6,44;-11,16;3,98;1,43;-5,69;15,12;22,06;-6,72;13,63;4,45;-1,6;-16,34;-2,23;-16,63;12,65;-11,67;20,21;41,16;-23,67;13,61;-35,39;-11,43;6,33;15,24;-17,82;17,48;-5,99;-31,2;5,05;-20,04;9,41;-13,92;-9,91;-6,08;-20,03;14,21;24,43;38,06;-1,46;-4,33;7,3;7,49;13,64;-10,06;8,2;-4,84;-0,03;2,32;2,32;0,97;4,1;15,99;8,46;-30,31;15,71;-53,37;-30,27;-7,26;1,56;-28,42;-5,14;-25,28;-21,05;5,07;34,12;45,52;-46,98;65,01;-35,29;-54,48;-1,88;-17,34;-9,78;42,39;44,32;-14,74;18,18;-6,13;22,43;-62,86;-33,62;29,91;38,79;-15,11;-19,32;-3,91;10,92;18,83;0,63;-15,16;-27,27;-14,02;-5,33;-18,87;-14,39;-39,75;-30,41;-11,06;65,18;107,29;-100,69;81,31;-30,68;22,23;-73,79;69,17;1,53;-100,55;0,86;28,97;23,57;-24,62;9,67;131,6;-4,77;-68,96;-12,14;-20,18;8,67;-49,25;127,15;-82,98;-41,3;53,47;-40,27;42,43;79,97;43,31;20,08;33,94;-70,2;11,83;-97,45;38,54;5,93;13,95;33,47;-101,94;-90,58;50,72;-113,15;-41,71;115,69;-117,16;98,31;-40,94;-57,49;134,74;-30,2;-10,55;-71,43;93,26;87,14;-74,05;55,33;72,2;6,22;70,64;62,03;-76,96;26,2;-33,44;27,88;-62,39;-73,31;-108,57;-144,4;-22,51
9,01;-8,04;2,49;22,56;-4,26;-13,07;1,59;9,61;7,16;-10,53;15,15;-0,44;-22,84;-3,06;28,64;7,18;-5;-8,24;-3,86;3,48;15,63;-8,6;24,47;16,3;-3,77;-1,89;0,31;-19,6;-9,09;-12,96;-15,26;0,1;27,59;10,28;3,36;17,84;4,57;-1,64;63,78;11,46;-1,29;31,38;-3,27;6,06;16,55;-4,75;-6,51;21,33;20,57;50,87;24,18;-27,66;47,58;-11,46;-12,95;-42,62;-39,64;17,11;22,02;22,54;-35,43;26,31;-13,97;-12,77;-1,58;-2,14;15,14;1,65;-2,83;51,31;114,91;7,03;-25,36;-7,84;-48;-13,22;-165;34,11;27,92;29,23;12,29;5,35;11,2;-44,36;2,09;-163,61;-123,31;37,31;-22,99;-36,57;34,04;12,31;-1,89;25,07;-175,2;-157,93;13,01;-59,01;-21,5;-8,08;301,27;-10,51;-134,2;-22,91;51,58;9,22;196,79;18,38;-27,98;-29,5;10,09;77,52;-89,72;-25,51;-28,08;8,81;48,55;8,38;-14,66;71,9;198,73;12,7;-24,34;20,86;155,32;62,5;-189,91;-60,25;-49,21;-25,98;-45,89;196,15;-92,98;-60,41;95,18;18,83;68,87;82,26;40,98;-206,08;-44,55;102,64;-11,89;-30,27;21,83;26,08;394,27;58,87;-688,78;-37,06;-67,99;-11,83;-130,19;793,48;-7,37;73,94;57,5;-58,91;180,68;190,94;202,75;181,36;-37,07;-43,9;17,23;63,65;351,49;-100,74;42,43;2,24;65,31;-130,08;13,76;-741,68;-139,46;-18,56;-80,28;-92,49;16,22;-27,7;191,36;-44,62;-65,6;-319,75;78,29;33,92;-131,49;58,11;231,3;-70,91;441,17;161,52;-57,38;-239,94;-37,45;181,34;-374,21;-209,72;223,8;-410,7;13,92
-4,21;0,46;-0,05;-8,34;2,55;-15,24;-2,13;-5,77;4,68;-13,55;20,22;4,58;2,09;9,07;15,19;23,9;4,13;-3,61;-0,6;24,55;14,01;21,32;15,02;-0,64;0,1;-0,21;7,39;0,23;6,05;-5,4;-11,23;21,5;9,85;29,22;-2,67;3,04;1,79;-7,44;8,75;4,39;6,93;4,75;3,02;5,43;4,65;0,85;-16,9;13,97;10,99;16,31;5,49;-23,25;22,77;-4,91;-26,91;-21,17;-14,42;-2,22;10,99;25,48;-0,8;-10,63;-0,62;-11,47;-4,04;-33,29;26,52;17,85;1,79;18,99;50,36;37,69;3,33;16,99;12,65;-11,9;-72,52;48,77;13,43;-0,11;4,66;17,88;-7,57;-56,89;12,18;-51,36;-23,36;-6,01;-38,52;-91,38;-9,95;-14,14;3,2;-9,23;-66,86;-13,08;-8,38;-29,91;-22,84;-36,75;72,47;-24,97;-121,38;-22,75;61,46;-5,36;37,57;16,67;-42,92;-24,12;-32,98;43,28;-69,9;-12,24;34,65;25,48;39,61;-15,26;-37,4;80,17;43,09;10,99;-46,5;16,62;44,03;29,23;-51,52;-102,56;41,85;-5,12;-7,35;40,56;15,08;-115,83;231,35;-1,89;25,27;34,63;78,78;-105,77;-102,67;53,16;2,12;12,24;52,67;-17,58;-27,82;32,91;-106,61;-21,78;-125,32;10,09;56,26;166,84;-140,76;39,39;18,6;-70;2,33;10,29;58,61;164,7;13,1;-106,21;65,56;-16,38;44,08;-181,05;6,53;51,35;28,86;-91,16;41,94;-278,91;-82,11;-62,43;-21,39;4,85;16,42;-1,01;359,22;-48;-141,04;69,58;87,18;62,6;-251,81;7,65;608,76;-31,65;29,43;306,36;-46,85;-112,9;-172,94;174,65;-95,75;-431,07;100,82;-131,86;-8,48
1,93;-0,65;-7,36;-7,99;-14,73;9,71;-5,19;-6,36;2,09;-5,56;14,16;8,73;1,09;7,58;0,94;-6,77;-7,2;10,17;-13,56;32,58;-5,27;1,57;11,38;-8,84;-12,58;-4,18;1,31;5,39;-22,07;-18,01;-13,06;0,17;11,14;-1,35;10,5;4,75;10,79;-7,15;-0,6;-16,57;38,64;18,04;5,69;-3,97;59,17;-21,91;-10,25;26,45;13,73;-3,55;1,11;-6,87;31,43;9,79;-9,91;-5,46;-22,15;-18,3;38,23;-11,14;-75,21;45,24;8,6;-35,26;-9,2;-10,06;67,1;6,55;-20;37,48;-1,92;19,84;-8,02;9,19;14,26;-22;5,54;29,61;76,41;-11,13;35,06;-11,47;-23,4;-48,25;53,37;24,61;33,28;-2,58;-31,17;-53,07;-23,3;-15,21;18,1;18,61;62,24;67,63;-16,08;-115,58;35,82;-24,98;-59,81;-13,78;-85,61;-60,49;16,57;38,72;-79,53;-0,74;-31,7;-70,29;-63,68;28,13;-105,43;-25,61;46,75;13,86;21,88;-38,17;-9,14;117,42;-72,24;64,87;6,03;86,76;-25,25;-32,08;6,77;-17,14;49,59;33,25;-96,16;-52,6;10,73;-147,35;73,08;4,41;90,1;176,22;92,28;-44,88;-103,03;41,87;-18,74;-76,56;98,49;-46,53;-310,22;102,41;240,69;29,19;-15,32;-30,14;182,2;-209,89;-92,13;107,66;-37,32;-72,13;-126,95;-75,78;-69,27;132,36;-49,94;-68,66;-11,82;-96,97;-139,54;-55,1;3,66;-36,13;194,11;46,87;45,02;1,94;-29,66;94,32;-201,25;190,26;69,76;90,6;222,14;-25,11;-11,9;238,48;186,68;-13,72;-133,23;87,15;167,26;-12,18;-164,6;181,5;81,37;65,54;-116,92;75,33;226,19;-112,01;385,53;44,16;74,64
-9,93;-0,61;-4,16;-1,21;-9,9;-1,88;1,78;-6,91;-3,45;-15,62;12,14;4,87;1,84;-0,91;23,04;2,04;13,54;-5,94;2,35;26,52;13,77;17,18;20,91;-1,91;-2,05;0,63;4,88;0,44;3,8;-2,28;-17,53;-0,44;2,47;22,72;2,76;-19,55;9,33;-0,31;32,93;9,21;-10,98;13,43;2,19;-1,2;-19,62;8;-1,97;6,55;-4,55;26,28;9,4;-21,8;8,36;-6,68;-23,06;-24,92;-27,75;0,17;1,26;18,02;6,34;7,97;-10,5;24,28;-14,49;-9,05;4,72;28,64;2,12;24,2;53;20,29;11,15;16,14;4,82;-11,26;-76,76;48,81;0,19;-18,23;-2,58;-0,74;-37,51;-72,58;35,89;-62,02;-13,03;-7,21;-20,65;-62,19;-2,45;-13,72;1,66;24,58;-61,02;3,97;-15,13;29,19;-12,54;2,07;51,18;-6,1;-113,86;6,04;53,15;15,22;19;18,27;-31,98;4,67;-49,61;45,13;-79,62;4,83;21,88;-6,9;1,07;-22,95;-32,61;23,56;53,67;-16,77;-2,77;-39,43;30,89;-23,45;-37,14;-30,6;44,89;11,96;10,07;-6,06;-69,56;-86,85;124,29;-7,02;6,22;-49,65;62,27;-126,26;-66,39;97,33;11,56;7,59;88,28;-20,88;-100,88;32,89;-112,06;-4,79;-75,26;24,44;100,62;126,48;-65,59;-8,63;3,56;10,62;-7,69;14,7;20,22;199,19;22,25;-61,89;9,15;-25,24;35,3;-153,76;69,57;33,01;-68,53;-110,01;26,56;-324,72;-81,03;-54,79;-95,39;9,4;-32,56;-64,84;265,99;-15,1;-53,44;85,93;154,22;113,94;-221,2;88,26;374,75;-42,34;3,14;256,09;-61,19;-106,32;-138,98;142,82;-59,18;-265,44;20,58;-127,9;-33,64
-5,09;6;11;3,34;6,37;6,35;6,28;-7,91;10,71;-17,24;14,5;11,64;-14,01;12,71;30,14;3,78;23,8;14,57;18,68;10,82;4,69;31,5;5,85;-8,21;2,75;6,63;11,56;-2,6;3,16;-5,46;-14,87;22,06;1,6;9,32;-3,43;-43,03;15,28;3,52;2,32;10,99;-15,31;1,22;1,34;-1,82;-36,34;-5,44;3,14;-11,59;-22,2;35,55;21,83;-51,46;-47,47;-15,51;-20,73;-6,04;-27,73;4,27;-12,57;-2,74;50,59;-40,18;-7,61;60,05;-14,52;-27,02;-13,36;22,23;9,9;19,77;55,03;40,06;31,27;21,11;14,29;-9,54;-42,5;5,15;-24,54;-17;-21,34;11,58;-5,96;-26,83;10,79;-22,4;-36,73;1,7;-12,39;-34,46;-23,22;-22,2;14,6;-7,1;-43,64;-35,13;-39,13;93,01;-30,22;-12,75;34,61;-36,78;-37,33;-7,62;21,31;-3;11,17;37,3;-16,1;13,48;-24,43;16,22;-49,12;17,62;41,54;1,76;-29,43;-30,35;-29,57;6,97;-1,7;-62,52;-13,99;-56,9;10,01;10,6;-5,65;-68,24;8,26;82,53;92,45;93,78;5,55;-62,63;74,53;-12,32;-70,5;-157,97;53,59;-75,76;-48,17;-4,98;30,2;66,13;88,55;-50,3;-15,53;-46,27;-39,44;34,12;-50,52;42,19;73,88;193,05;-84,5;-125,72;47,77;28,47;-42,71;77,54;37,02;59,42;69,51;-18,13;7,82;-8,41;-8,65;-71,76;-91,65;86,52;-284,78;-98,61;17,54;-379,34;-109,22;23,11;-30,92;205,84;-82,74;-38,74;148,34;-83,43;-28,75;45,91;54,95;256,21;-68,26;26,79;188,65;96,35;84,01;148,83;-60,43;-7,84;-95,84;41,98;-4,47;-131,78;-308,16;-234,61;-54
